9218, 80, 58, 1.937744329
3657, 340, 3, 3.71908449309
9879, 327, 17, 4.80136300501
3532, 5666, 1, 1.93894117034
6549, 37, 46, 0.308064604389
1423, 2155, 9, 6.97685657091
9890, 7972, "[x]", 0.72407483853
8966, 392, 21, 3.39397793996
5350, 9288, "[x]", -0.10211450421
1246, 4273, 1, 4.35771095363
5919, 327, 11, 3.37191359173
4037, 84, 56, 4.1580541527
1454, 3771, "[x]", 0.769474982601
2555, 181, 22, 3.16012485682
7065, 382, 20, 1.10797671777
4060, 1826, 4, 8.99545305005
9004, 193, 21, 3.12753457623
7029, 3279, 7, 4.06076519433
8048, 7677, 3, 4.05134231928
1515, 687, 9, 5.34409834398
10054, 8757, 7, 5.26426492221
6539, 4196, 1, 1.66978865923
3589, 2893, 1, 4.99372496759
3728, 6471, 1, 4.82619267169
5754, 6158, 1, 4.97463399167
3668, 6755, 1, 2.32443881454
8337, 8836, 1, 4.6097810287
8696, 6941, 3, 4.64754653403
8470, 3152, "[x]", 3.66436928
3449, 10262, 1, 5.17458459916
10662, 6094, 1, 2.02376673203
7798, 7453, "[x]", -1.53741772511
9596, 60, 14, 3.9921981391
1196, 3757, 1, 4.60188299356
10653, 10654, 1, 4.37442096901
1309, 208, 27, 2.59058248593
3952, 8301, 1, 1.98148416446
1531, 346, 9, 6.43770772392
10103, 9875, "[x]", -1.52456356366
6495, 752, 1, 3.79366924892
5274, 5529, 1, 3.31608234853
9144, 142, 23, 0.30650272273
5858, 3597, 1, 4.05128116767
329, 21, 11, 3.29405297165
8712, 9409, 1, 4.53197356284
10438, 7302, 1, 1.49845859151
7705, 2278, 1, 5.96937950142
5455, 5832, 1, 3.47285785305
3256, 3819, 1, 4.31633933767
3954, 133, 23, 1.91399314717
6479, 267, 18, 1.66818080266
8401, 278, 28, 4.0261685686
1402, 98, 14, 2.79624492132
3670, 480, 7, 6.53884573804
4353, 98, 63, 4.26618920568
7591, 6824, 7, 6.48094860893
1284, 98, 22, 5.91268496932
5334, 6065, 1, 1.88859011214
6623, 7872, "[x]", -3.86498545185
9545, 5883, 7, 5.14644222945
887, 8142, 9, 6.9267965441
7607, 5783, 2, 1.50986545023
8166, 8702, 1, 4.34161983675
703, 200, 27, 5.90434470103
8078, 3272, 1, 4.24859107525
9843, 10522, "[x]", 0.0964723920897
1643, 1657, "[x]", 5.75083982255
5065, 7874, 1, 1.72750887137
7027, 65, 29, 5.18969109208
2218, 8125, 8, 6.38680060163
5182, 369, 27, -1.44798328259
9885, 4459, "[x]", 1.06441390602
2603, 53, 93, 4.28198925577
5132, 3255, 3, 4.19078668535
10417, 6898, 1, 4.83308348194
7652, 1992, 7, 3.32390638952
9510, 250, 7, 5.7293386074
9781, 9074, 1, 4.97687608303
8588, 5348, "[x]", -1.56922052555
8666, 6574, "[x]", 1.09196950497
1742, 221, 11, 3.85181435256
10444, 9991, 1, 4.38020209136
8838, 6488, 1, 3.45629491263
139, 135, 1, 1.94553998642
1860, 705, 9, 3.95857870476
7709, 86, 71, 1.90649456716
3250, 2818, 1, 4.86780365154
5624, 9689, 1, 5.04618780897
7477, 5113, "[x]", 1.74290068041
5424, 915, 1, 3.4703096703
3373, 560, 1, 2.47591611317
2408, 8677, "[x]", -0.85167895403
9341, 96, 68, 5.4686815816
2818, 1402, 8, 3.29422050353
10391, 10445, 1, 1.85228120373
7983, 8871, 1, 4.31248128437
3821, 1976, "[x]", 2.46145623085
3905, 5089, "[x]", 3.04803890475
4244, 3756, "[x]", 0.156927682479
2044, 634, 1, 2.38732049188
9489, 1910, 1, 3.79773371452
5761, 2709, 3, 3.84302734468
10460, 9481, 1, 4.56848563037
9113, 1573, 1, 5.00669298531
2974, 7750, 2, 4.53771304963
6444, 23, 176, 0.753767594291
1287, 2835, "[x]", -0.10109738804
8306, 6289, 1, 1.40446509075
2154, 7017, 8, 5.93051626399
10185, 10707, 1, 4.31380108219
579, 4332, "[x]", -0.16025629688
237, 95, 4, 8.10174729346
5944, 33, 71, 3.63005161781
4739, 3287, 7, 7.01983309983
10458, 8476, "[x]", -0.0838796215603
9858, 3827, 1, 3.84452481199
10190, 9695, "[x]", 1.08094815222
3469, 814, 9, 5.22741279184
1481, 2107, 1, 3.93143917524
10674, 3804, "[x]", 1.03651704886
1006, 160, 25, 1.9490203141
6495, 5799, 1, 1.68982624688
1802, 307, 24, 0.700412710959
10453, 4129, "[x]", -0.991505799529
6867, 1793, 1, 4.56303410488
3219, 200, 24, 0.997080422989
2761, 1395, "[x]", -0.691181586931
7370, 6464, "[x]", 0.80713759868
3576, 5668, 1, 0.789016616385
3160, 373, 11, 0.8295959309
10205, 9453, "[x]", 0.792424146651
8891, 9451, 1, 1.62720068727
1598, 102, 19, 4.06923747726
6234, 716, "[x]", 1.14468543509
10188, 125, 15, 3.37356814
9984, 10136, "[x]", -0.0137998440805
8047, 1488, 3, 1.51624137133
6218, 221, 22, 5.30741248836
2609, 20, 154, 1.64213223771
4244, 842, 4, 3.61835083555
7786, 7322, "[x]", -0.0640632258501
2416, 85, 24, -0.673817802451
7230, 8916, 1, 4.64012658093
9621, 2424, 1, 4.35764659058
10484, 9855, 1, 1.60483728646
9486, 379, 17, 1.41532198823
8858, 1673, 1, 2.18125817098
8986, 6314, 4, 2.86679998795
4484, 9585, 8, 5.36944813879
2172, 3911, 1, 4.38637906028
5741, 217, 18, 3.8812336782
3017, 17, 342, 7.17891608015
3152, 7532, 2, 4.08164007
6217, 7233, 1, 1.5737114452
5179, 4061, "[x]", 0.13251194275
6466, 3698, 1, 2.02963861057
9710, 9583, 7, 5.22755809266
10467, 10013, 1, 4.58321660757
7295, 6645, "[x]", 4.52398157689
3613, 562, 1, 2.60889167639
10450, 39, 45, 1.1953014265
644, 937, 1, 0.349495776029
6952, 296, 22, 5.85756627107
9282, 6815, 1, 5.14309278079
2262, 1824, 1, 6.00833171783
4464, 346, 29, 7.22333541851
77, 79, 1, 2.51897083035
1154, 1235, 9, 5.09679516026
10641, 7714, "[x]", 1.03621801658
3209, 37, 34, 1.73524224921
2753, 1935, "[x]", 1.07415367374
5735, 2416, 8, 5.43869285318
2297, 149, 7, 9.06889999
4995, 658, "[x]", -2.07720004276
2147, 2971, 2, 6.03874239028
7326, 3671, 2, 4.08335072005
9415, 272, 3, 3.74344113847
329, 333, 1, 4.54294141809
1731, 224, 23, 1.5002812107
7817, 9774, 1, 4.51697475009
5588, 650, "[x]", -2.58395780201
9228, 7289, "[x]", 0.56139709109
6013, 6363, 1, 4.19462933327
8864, 7590, 1, 4.5947880727
4104, 3205, 1, 4.27910354476
6532, 4591, 1, 3.99276690366
3417, 239, 28, 9.17252032
10181, 10418, 1, 4.40229940883
7741, 6187, 7, 5.24484221107
5053, 58, 44, 0.117566431912
9177, 9635, 1, 4.47141334956
7112, 6120, 8, 5.23728549447
9731, 231, 21, 3.92106008673
4778, 169, 17, 7.56853015188
10029, 9667, 1, 1.93016486768
8367, 10261, 1, 3.73240660161
6217, 240, 15, 3.84542793737
6901, 8077, 2, 2.71374205618
4452, 2387, "[x]", 2.09825322701
7239, 6787, 1, 4.29849379151
1393, 54, 58, 1.45915351857
2935, 431, 1, 2.6296812595
9753, 317, 24, -1.44181969778
6185, 239, 18, 0.79165534981
351, 359, 1, 1.71260414546
8218, 1505, 1, 2.17281365976
8100, 9217, 9, 7.17820010101
10036, 91, 62, 1.81027329313
7031, 85, 30, 3.16068743506
2521, 173, 22, 6.63518625966
8655, 6198, "[x]", 0.87366214543
5163, 75, 25, 0.729386562601
7556, 65, 17, 5.04780647487
7657, 9942, 1, 5.17385170651
5966, 329, 17, 6.75728872
9773, 5150, 1, 1.9415052922
3311, 3297, 8, 6.4687777312
10361, 328, 22, 2.75086434382
4112, 281, 7, 8.52914733
3440, 2164, 1, 5.05912687313
1243, 3759, "[x]", 5.74113991907
9963, 8153, 1, 1.91162062932
8776, 10157, "[x]", -1.37041064815
10051, 4800, 4, 6.84828268953
7008, 8034, 1, 2.04251008494
6905, 7753, 1, 3.94186429399
8209, 332, 28, 6.91663553157
5803, 2791, 1, 1.02353518377
2460, 159, 28, 6.4844107845
5980, 4795, 1, 4.80909070876
9627, 1233, 1, 4.94597778382
2074, 33, 18, 3.43556418199
2204, 1630, "[x]", 1.78443779295
5843, 4010, 1, 4.58595803059
6165, 7083, 1, 1.71125015421
9836, 2446, 3, 1.14256770773
6592, 10295, "[x]", 3.35311696192
8837, 3128, "[x]", 0.90686414226
9872, 9192, 1, 1.82673915379
10688, 3437, 1, 0.680853970247
5688, 6054, 4, 6.67106749518
9311, 7876, 3, 1.55611504302
6529, 7995, 1, 1.7071749493
514, 367, 8, 3.63292515927
10256, 309, 17, 8.35498117252
9507, 2816, 1, 1.97855116122
10351, 4156, "[x]", -0.65897578443
3044, 91, 86, 2.22946673582
2340, 141, 11, 5.64113062564
1947, 6685, 1, 4.73598160852
7322, 3061, 1, 3.95692976643
9059, 6937, 4, 7.63710349237
8176, 4659, 1, 5.18406172297
10429, 10711, 1, 5.09231753105
322, 28, 28, 9.14129214
3335, 3590, 2, 7.62256452025
10415, 8951, 1, 5.15100670022
8278, 10174, "[x]", 3.26579889703
2279, 8849, 1, 4.28228554305
3020, 129, 7, 5.21827916445
9859, 9318, 1, 3.87817332139
1142, 362, 25, 1.09230232269
9296, 3301, 1, 4.56365752397
9576, 1208, 1, 3.54175063003
9533, 5002, 1, 4.30493029919
1823, 7874, 2, -0.555387844151
6198, 2024, 9, 5.51635848151
7862, 8096, 1, 1.68480154047
1835, 6376, 1, 5.02082729358
10491, 9564, 1, 1.74000635958
9234, 3392, 3, 1.64292673333
1174, 367, 25, 1.10203224416
7262, 329, 4, 7.03772186633
226, 84, 9, 4.22547958378
6458, 750, "[x]", 0.09177833587
8614, 266, 22, 5.51547951382
2915, 39, 50, -3.26234671504
4540, 204, 17, 6.22896387
5659, 5922, 7, 6.60538544859
1258, 3450, 1, 4.25802460849
793, 81, 46, 0.566083535179
5805, 65, 49, 3.29427613577
3572, 392, 22, 5.11854753262
3632, 2971, 8, 4.22512056921
5462, 476, 1, 2.21665533301
3363, 367, 20, 1.56876326996
7492, 5883, 8, 5.15275197645
7043, 385, 19, 3.61681746976
2628, 60, 18, 3.16911483792
5793, 6983, 1, 4.5584979212
5493, 2506, "[x]", 0.18773415565
4376, 4818, 1, 4.60886496925
3243, 6920, 1, 3.81002293311
4179, 4314, 1, 1.77783051226
3068, 326, 18, 2.7859036027
9973, 5478, "[x]", 7.29647958099
5926, 2470, 9, 7.16952614349
6833, 253, 27, 6.83370599404
3277, 348, 24, 0.0649368732402
